SampleID,Date,Treatment,lake,seqnames,seqlength,mapped,rpkm,rpkm_relative_abundance,TPM,TPM_relative_abundance
ND-41,19_07_18,quagga,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30;153_125_9,852,3,1.41E-05,0.290193462,2901.934623,0.290193462
ND-41,19_07_18,quagga,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30D;135_12_17,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,Microcystis_wesenbergii_TW10;160_1_45,852,1,4.68E-06,0.096731154,967.311541,0.096731154
ND-41,19_07_18,quagga,LE,*,0,0,NA,NA,NA,NA
ND-41,19_07_18,quagga,LE,LE17-10A;96_26_33,852,35,0.000163953,3.385590394,33855.90394,3.385590394
ND-41,19_07_18,quagga,LE,LE17-20C;181_49_19,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE18-22;158_259_30,852,70,0.000327906,6.771180787,67711.80787,6.771180787
ND-41,19_07_18,quagga,LE,LE19-10;118_691_6,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-114;5_63_0,852,36,0.000168637,3.482321548,34823.21548,3.482321548
ND-41,19_07_18,quagga,LE,LE19-12;137_77_1,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-131;58_85_8,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-13;42_10_148,852,3,1.41E-05,0.290193462,2901.934623,0.290193462
ND-41,19_07_18,quagga,LE,LE19-195;10_12_14,852,34,0.000159268,3.288859239,32888.59239,3.288859239
ND-41,19_07_18,quagga,LE,LE19-196;62_435_4,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-197;77_185_15,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-251;152_545_16,852,36,0.000168637,3.482321548,34823.21548,3.482321548
ND-41,19_07_18,quagga,LE,LE19-281;176_983_0,789,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-338;102_251_2,852,2,9.37E-06,0.193462308,1934.623082,0.193462308
ND-41,19_07_18,quagga,LE,LE19-388;45_121_8,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-41;27_176_4,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-4;32_15_34,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-55;142_12_22,852,6,2.81E-05,0.580386925,5803.869246,0.580386925
ND-41,19_07_18,quagga,LE,LE19-59;22_858_2,852,0,0,0,0,0
ND-41,19_07_18,quagga,LE,LE19-84;86_240_15,852,23,0.00010774,2.224816544,22248.16544,2.224816544
ND-41,19_07_18,quagga,LE,LE19-8;99_62_36,852,23,0.00010774,2.224816544,22248.16544,2.224816544
ND-41,19_07_18,quagga,LE,LE19-98;145_13_22,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_0824;63_2_149,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_LSC13-02;23_291_0,852,11,4.65E-05,0.126492727,1264.927272,0.126492727
ND-42,19_07_31,control,LE,Microcystis_MC19;15_0_2257,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_M_OC_Ca_00000000_C217Col;71_55_0,852,7,2.96E-05,0.080495372,804.9537189,0.080495372
ND-42,19_07_31,control,LE,Microcystis_M_OC_Ca_00000000_S217Cul;161_248_0,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_M_QC_C_20170808_M2Col;117_148_1,852,5,2.11E-05,0.057496694,574.966942,0.057496694
ND-42,19_07_31,control,LE,Microcystis_M_QC_C_20170808_M3Col;116_123_0,852,3,1.27E-05,0.034498017,344.9801652,0.034498017
ND-42,19_07_31,control,LE,Microcystis_M_QC_C_20170808_M9Col;46_191_1,852,34,0.000143783,0.390977521,3909.775206,0.390977521
ND-42,19_07_31,control,LE,Microcystis_Msp_OC_L_20101000_S702;109_17_10,852,4,1.69E-05,0.045997355,459.9735536,0.045997355
ND-42,19_07_31,control,LE,Microcystis_T1-4;79_11_2,852,16,6.77E-05,0.183989421,1839.894215,0.183989421
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_11-30S32;17_16_2,852,43,0.000181844,0.49447157,4944.715702,0.49447157
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_BK11-02;54_136_4,852,42,0.000177615,0.482972231,4829.722313,0.482972231
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_BS11-05;26_150_8,852,87,0.000367916,1.000442479,10004.42479,1.000442479
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_BS13-02;114_114_14,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_BS13-10;70_171_8,852,395,0.001670423,4.542238842,45422.38842,4.542238842
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_CACIAM_03;110_1_11,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_CHAOHU_1326;141_171_11,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_DA14;3_8_418,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_DIANCHI905;7_154_11,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_EAWAG127a;155_0_451,852,5,2.11E-05,0.057496694,574.966942,0.057496694
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_F13-15;157_55_7,852,764,0.003230894,8.785494874,87854.94874,8.785494874
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_FACHB-524;165_100_300,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_FCY-26;121_1452_1,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_1,168,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_2,324,5,5.56E-05,0.151195011,1511.950107,0.151195011
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_3,405,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_FCY-28;138_1436_1,852,15,6.34E-05,0.172490083,1724.900826,0.172490083
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_FD4;21_0_3140,852,126,0.000532844,1.448916694,14489.16694,1.448916694
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G11-01;175_26_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G11-04;104_157_8,852,3,1.27E-05,0.034498017,344.9801652,0.034498017
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G11-06;113_21_15,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G11-09;30_136_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-01;125_64_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-03;72_47_17,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-05;53_122_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-07;177_159_8,852,37,0.00015647,0.425475537,4254.755371,0.425475537
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-09;95_154_8,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-10;122_47_1,852,6,2.54E-05,0.068996033,689.9603304,0.068996033
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-11;9_154_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_G13-12;147_97_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_K13-05;35_6_28,852,10,4.23E-05,0.114993388,1149.933884,0.114993388
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_K13-06;75_16_9,852,4,1.69E-05,0.045997355,459.9735536,0.045997355
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_K13-07;37_40_11,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_K13-10;1_5_32,852,1144,0.004837883,13.15524363,131552.4363,13.15524363
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_KLA2;105_136_4,852,10,4.23E-05,0.114993388,1149.933884,0.114993388
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_KW;98_2_566,852,8,3.38E-05,0.091994711,919.9471073,0.091994711
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_L111-01;163_171_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_L211-07;40_0_50,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_L211-101;14_98_2,852,288,0.001217929,3.311809586,33118.09586,3.311809586
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_L211-11;18_94_2,852,3,1.27E-05,0.034498017,344.9801652,0.034498017
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_L311-01;126_45_10,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LE13-04;150_173_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LE3;148_100_74,852,5,2.11E-05,0.057496694,574.966942,0.057496694
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LG11-05;108_213_3,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LG13-03;128_227_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LG13-11;143_9_15,870,18,7.45E-05,0.202705587,2027.055867,0.202705587
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LG13-12;84_41_37,852,76,0.000321398,0.873949752,8739.497519,0.873949752
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LG13-13;67_235_3,852,35,0.000148012,0.402476859,4024.768594,0.402476859
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LL11-07;57_25_18,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LL13-03;78_129_15,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_LL13-06;136_138_9,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_AC_P_19900807_S300;103_93_12,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19;56_69_11,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19D;33_191_11,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20;127_0_74,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20D;119_124_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102;20_46_14,852,6,2.54E-05,0.068996033,689.9603304,0.068996033
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102D;174_241_14,852,5,2.11E-05,0.057496694,574.966942,0.057496694
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_OC_H_19870700_S124;140_56_0,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_OC_LR_19540900_S633;66_181_12,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_B_20070730_S2;74_40_9,852,7,2.96E-05,0.080495372,804.9537189,0.080495372
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_C_20070703_M131;85_51_32,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_C_20070823_S13;11_302_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_C_20070823_S13D;43_344_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_Ca_00000000_S207;0_303_0,852,10,4.23E-05,0.114993388,1149.933884,0.114993388
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_M135;139_266_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_S25;89_182_11,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_S25D;81_44_11,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Ma_SC_T_19800800_S464;52_87_38,852,32,0.000135325,0.367978843,3679.788429,0.367978843
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-1211;50_23_22,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-2481;55_0_865,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-2519;36_70_6,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-2520;149_3_66,852,222,0.00093882,2.552853223,25528.53223,2.552853223
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-2521;29_5_114,870,20,8.28E-05,0.22522843,2252.284297,0.22522843
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-2522;162_49_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-2549;2_0_857,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-298;182_1424_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-3787;151_21_52,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-3804;41_38_9,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-3806;13_1_40,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-3807;115_9_75,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-4264;154_8_25,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-4285;92_136_1,852,5,2.11E-05,0.057496694,574.966942,0.057496694
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-4325;73_35_12,852,19,8.03E-05,0.218487438,2184.87438,0.218487438
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-44;76_71_40,852,311,0.001315194,3.576294379,35762.94379,3.576294379
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-843;159_0_5491,852,81,0.000342542,0.931446446,9314.464461,0.931446446
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-87;93_5_95,852,53,0.000224133,0.609464959,6094.649586,0.609464959
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-88;38_21_68,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NIES-98;51_66_38,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_NaRes975;134_309_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_7005;133_550_4,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_7806SL;97_0_1631,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_7941;171_11_26,852,5,2.11E-05,0.057496694,574.966942,0.057496694
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9432;107_40_34,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9443;167_38_21,852,41,0.000173386,0.471472892,4714.728925,0.471472892
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9701;179_147_15,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9717;61_13_60,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9806;156_11_81,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9807;19_6_74,870,14,5.80E-05,0.157659901,1576.599008,0.157659901
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9808;8_13_357,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_PCC_9809;120_38_49,852,100,0.000422892,1.149933884,11499.33884,1.149933884
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_S11-01;111_26_7,852,4,1.69E-05,0.045997355,459.9735536,0.045997355
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_S11-05;31_13_7,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_SPC777;170_215_11,852,43,0.000181844,0.49447157,4944.715702,0.49447157
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_SX13-01;47_251_3,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_SX13-11;129_63_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_Sj;88_10_17,852,27,0.000114181,0.310482149,3104.821487,0.310482149
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_TA09;123_0_210,852,5,2.11E-05,0.057496694,574.966942,0.057496694
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_TAIHU98;80_0_355,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_W11-03;144_44_9,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_W11-06;94_45_9,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_W13-11;65_65_12,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_W13-13;39_175_8,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_W13-15;24_176_8,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_W13-16;68_179_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_aeruginosa_W13-18;124_15_12,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_DF17;83_65_7,852,207,0.000875386,2.38036314,23803.6314,2.38036314
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18;91_89_4,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18D;131_54_4,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10;132_129_4,852,1156,0.00488863,13.2932357,132932.357,13.2932357
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10D;106_175_4,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20;12_92_4,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20D;44_47_4,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20T;16_185_6,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_Mf_WU_F_19750830_S460;4_148_6,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_flos-aquae_TF09;87_9_172,852,35,0.000148012,0.402476859,4024.768594,0.402476859
ND-42,19_07_31,control,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1;100_89_30,852,17,7.19E-05,0.19548876,1954.887603,0.19548876
ND-42,19_07_31,control,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1D;146_76_17,852,13,5.50E-05,0.149491405,1494.914049,0.149491405
ND-42,19_07_31,control,LE,Microcystis_panniformis_FACHB-1757;130_0_1928,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99;48_81_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99D;173_275_10,852,4,1.69E-05,0.045997355,459.9735536,0.045997355
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6;169_97_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6D;112_255_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9;59_209_10,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9D;60_213_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_MB_F_20080800_S26;166_96_10,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_panniformis_Mp_MB_F_20080800_S26D;178_124_10,852,32,0.000135325,0.367978843,3679.788429,0.367978843
ND-42,19_07_31,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S68;172_35_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S68D;69_214_13,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S69;6_46_13,852,6,2.54E-05,0.068996033,689.9603304,0.068996033
ND-42,19_07_31,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S69D;82_344_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_viridis_NIES-102;101_0_3523,852,31,0.000131096,0.356479504,3564.795041,0.356479504
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_LE013-01;168_6_14,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_Mw_MB_S_20031200_S109;164_126_17,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_Mw_MB_S_20031200_S109D;64_169_31,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_Mw_QC_B_20070930_S4;25_152_20,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_Mw_QC_B_20070930_S4D;34_6_17,852,0,0,0,0,0
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30;153_125_9,852,24,0.000101494,0.275984132,2759.841322,0.275984132
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30D;135_12_17,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,Microcystis_wesenbergii_TW10;160_1_45,852,4,1.69E-05,0.045997355,459.9735536,0.045997355
ND-42,19_07_31,control,LE,*,0,0,NA,NA,NA,NA
ND-42,19_07_31,control,LE,LE17-10A;96_26_33,852,69,0.000291795,0.79345438,7934.5438,0.79345438
ND-42,19_07_31,control,LE,LE17-20C;181_49_19,852,0,0,0,0,0
ND-42,19_07_31,control,LE,LE18-22;158_259_30,852,815,0.003446569,9.371961155,93719.61155,9.371961155
ND-42,19_07_31,control,LE,LE19-10;118_691_6,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,LE19-114;5_63_0,852,22,9.30E-05,0.252985454,2529.854545,0.252985454
ND-42,19_07_31,control,LE,LE19-12;137_77_1,852,0,0,0,0,0
ND-42,19_07_31,control,LE,LE19-131;58_85_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,LE19-13;42_10_148,852,14,5.92E-05,0.160990744,1609.907438,0.160990744
ND-42,19_07_31,control,LE,LE19-195;10_12_14,852,566,0.002393568,6.508625784,65086.25784,6.508625784
ND-42,19_07_31,control,LE,LE19-196;62_435_4,852,2,8.46E-06,0.022998678,229.9867768,0.022998678
ND-42,19_07_31,control,LE,LE19-197;77_185_15,852,8,3.38E-05,0.091994711,919.9471073,0.091994711
ND-42,19_07_31,control,LE,LE19-251;152_545_16,852,311,0.001315194,3.576294379,35762.94379,3.576294379
ND-42,19_07_31,control,LE,LE19-281;176_983_0,789,1,4.57E-06,0.012417537,124.17537,0.012417537
ND-42,19_07_31,control,LE,LE19-338;102_251_2,852,133,0.000562446,1.529412066,15294.12066,1.529412066
ND-42,19_07_31,control,LE,LE19-388;45_121_8,852,0,0,0,0,0
ND-42,19_07_31,control,LE,LE19-41;27_176_4,852,3,1.27E-05,0.034498017,344.9801652,0.034498017
ND-42,19_07_31,control,LE,LE19-4;32_15_34,852,0,0,0,0,0
ND-42,19_07_31,control,LE,LE19-55;142_12_22,852,23,9.73E-05,0.264484793,2644.847933,0.264484793
ND-42,19_07_31,control,LE,LE19-59;22_858_2,852,1,4.23E-06,0.011499339,114.9933884,0.011499339
ND-42,19_07_31,control,LE,LE19-84;86_240_15,852,704,0.002977159,8.095534544,80955.34544,8.095534544
ND-42,19_07_31,control,LE,LE19-8;99_62_36,852,228,0.000964194,2.621849256,26218.49256,2.621849256
ND-42,19_07_31,control,LE,LE19-98;145_13_22,852,0,0,0,0,0
ND-43,19_07_31,control,LE,Microcystis_0824;63_2_149,852,3,1.37E-05,0.041016045,410.1604463,0.041016045
ND-43,19_07_31,control,LE,Microcystis_LSC13-02;23_291_0,852,7,3.19E-05,0.095704104,957.0410414,0.095704104
ND-43,19_07_31,control,LE,Microcystis_MC19;15_0_2257,852,0,0,0,0,0
ND-43,19_07_31,control,LE,Microcystis_M_OC_Ca_00000000_C217Col;71_55_0,852,4,1.82E-05,0.05468806,546.8805951,0.05468806
ND-43,19_07_31,control,LE,Microcystis_M_OC_Ca_00000000_S217Cul;161_248_0,852,0,0,0,0,0
ND-43,19_07_31,control,LE,Microcystis_M_QC_C_20170808_M2Col;117_148_1,852,4,1.82E-05,0.05468806,546.8805951,0.05468806
ND-43,19_07_31,control,LE,Microcystis_M_QC_C_20170808_M3Col;116_123_0,852,2,9.11E-06,0.02734403,273.4402975,0.02734403
ND-43,19_07_31,control,LE,Microcystis_M_QC_C_20170808_M9Col;46_191_1,852,30,0.000136711,0.410160446,4101.604463,0.410160446
ND-43,19_07_31,control,LE,Microcystis_Msp_OC_L_20101000_S702;109_17_10,852,4,1.82E-05,0.05468806,546.8805951,0.05468806
ND-43,19_07_31,control,LE,Microcystis_T1-4;79_11_2,852,17,7.75E-05,0.232424253,2324.242529,0.232424253
ND-43,19_07_31,control,LE,Microcystis_aeruginosa_11-30S32;17_16_2,852,60,0.000273422,0.820320893,8203.208926,0.820320893
ND-43,19_07_31,control,LE,Microcystis_aeruginosa_BK11-02;54_136_4,852,35,0.000159496,0.478520521,4785.205207,0.478520521
ND-43,19_07_31,control,LE,Microcystis_aeruginosa_BS11-05;26_150_8,852,65,0.000296207,0.888680967,8886.80967,0.888680967
ND-43,19_07_31,control,LE,Microcystis_aeruginosa_BS13-02;114_114_14,852,6,2.73E-05,0.082032089,820.3208926,0.082032089
ND-43,19_07_31,control,LE,Microcystis_aeruginosa_BS13-10;70_171_8,852,222,0.00101166,3.035187303,30351.87303,3.035187303
ND-43,19_07_31,control,LE,Microcystis_aeruginosa_CACIAM_03;110_1_11,852,0,0,0,0,0
