"Clade","SampleID","Date","Rep","Month","Year","lake","Treatment","sample_name","sum_TPM_rel_abund","sum_TPM"
"Mfl_ae3","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",0.627482885,6274.828848
"Mfl_ae3","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",0.670043603,6700.436028
"Mfl_ae3","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",1.03146563,10314.6563
"Mfl_ae3","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0.971180343,9711.803429
"Mfl_ae3","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",0.463060543,4630.605428
"Mfl_ae3","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",2.384152222,23841.522221
"Mfl_ae3","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",1.048991661,10489.91661
"Mfl_ae3","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0.44181724,4418.1724
"Mfl_ae3","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",1.916262627,19162.62627
"Mfl_ae3","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",1.016270338,10162.70338
"Mfl_ae3","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",2.31644531,23164.453096
"Mfl_ae3","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0.598234178,5982.341777
"Mfl_ae3","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",3.163599254,31635.99254
"Mfl_ae3","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",2.506840904,25068.409036
"Mfl_ae3","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",2.723787944,27237.87944
"Mfl_ae3","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0,0
"Mfl_ae3","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.977777214,9777.772135
"Mfl_ae3","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0.288617522,2886.175221
"Mfl_ae3","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0,0
"Mfl_ae3","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0,0
"Mfl_ae3","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0.224492956,2244.929556
"Mfl_ae3","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",1.480174413,14801.74413
"Mfl_ae3","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",1.67179093,16717.9093
"Mfl_ae3","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",0.762298019,7622.980186
"Mfl_ae3","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",0.969489557,9694.895569
"Mfl_ae3","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",1.749907167,17499.07167
"Mfl_ae3","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",4.308596473,43085.96473
"Mfl_ae3","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",0.997660658,9976.606578
"Mfl_ae3","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",0.193462308,1934.623082
"Mfl_ae3","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",1.552410744,15524.1074368
"Mfl_ae3","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",1.927754098,19277.5409751
"Mfl_ae3","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",1.337550361,13375.5036062
"Mfl_ae3","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",0.93115927,9311.5927032
"Mfl_ae3","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",0.867557929,8675.57929404
"Mfl_ae3","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",1.445666031,14456.6603186
"Mfl_ae3","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",1.217331469,12173.31469
"Mfl_ae3","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",0.365469439,3654.694392
"Mfl_ae3","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",1.751500083,17515.000834
"Mfl_ae3","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",1.227321012,12273.21012
"Mfl_ae3","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0.56386819,5638.681905
"Mfl_ae3","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.39000511,3900.051104
"Mfl_ae3","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0.967729471,9677.294713
"Mfl_ae3","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",0.957103142,9571.031419
"Mfl_ae3","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",0.455623812,4556.238118
"Mfl_ae3","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0.809169848,8091.698475
"Mfl_ae3","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0,0
"Mfl_ae3","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0.221238938,2212.389381
"Mfl_ae3","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0,0
"Mfl_ae3","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.762123105,7621.231049
"Mfl_ae3","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0.15910899,1591.089897
"Mfl_ae3","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",0,0
"Mfl_ae3","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0.293479196,2934.791959
"Mfl_ae3","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0,0
"Mfl_ae3","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",0,0
"Mfl_ae3","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",0,0
"Mfl_ae3","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",0,0
"Mfl_ae3","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",1.367434794,13674.34794
"Mfl_ae3","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",2.272727273,22727.27273
"Mfl_ae3","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",1.550387597,15503.87597
"Mfl_ae3","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0.592419104,5924.191047
"Mfl_ae3","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",0,0
"Mfl_ae3","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0,0
"Mfl_ae3","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0,0
"Mfl_ae3","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.09964719,996.4719033
"Mfl_ae3","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0,0
"Mfl_ae3","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0.034645268,346.4526775
"Mfl_ae3","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0,0
"Mfl_ae3","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",1.987027225,19870.27225
"Mfl_ae3","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",2.13892349,21389.2349
"Mfl_ae4","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",0,0
"Mfl_ae4","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",1.379712398,13797.12398
"Mfl_ae4","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",0,0
"Mfl_ae4","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",0,0
"Mfl_ae4","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",0.203695203,2036.952031
"Mfl_ae4","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",0.451510334,4515.103339
"Mfl_ae4","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",0.245800192,2458.001921
"Mfl_ae4","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",0.218726877,2187.268772
"Mfl_ae4","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",0.785652748,7856.527478
"Mfl_ae4","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0.883152174,8831.521739
"Mfl_ae4","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",1.182880173,11828.801727
"Mfl_ae4","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",0,0
"Mfl_ae4","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0.171214731,1712.147308
"Mfl_ae4","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0.778817149,7788.171486
"Mfl_ae4","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",0.234576977,2345.769768
"Mfl_ae4","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",0.426533166,4265.331665
"Mfl_ae4","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",0.517750943,5177.509422
"Mfl_ae4","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0.93737107,9373.710702
"Mfl_ae4","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",0.099940177,999.4017665
"Mfl_ae4","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0.50792591,5079.259096
"Mfl_ae4","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",0,0
"Mfl_ae4","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0,0
"Mfl_ae4","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.081481434,814.8143446
"Mfl_ae4","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0,0
"Mfl_ae4","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0,0
"Mfl_ae4","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0.19453254,1945.325397
"Mfl_ae4","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0.439696547,4396.965475
"Mfl_ae4","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",0.414157176,4141.571756
"Mfl_ae4","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",0.272867025,2728.670254
"Mfl_ae4","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",0.497684224,4976.842236
"Mfl_ae4","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",0,0
"Mfl_ae4","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",0.664686223,6646.862236
"Mfl_ae4","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.078338118,783.3811769
"Mfl_ae4","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",0.249415164,2494.151644
"Mfl_ae4","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",0.568378919,5683.789193
"Mfl_ae4","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",0.236727769,2367.2776854
"Mfl_ae4","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",0.256090983,2560.9098216
"Mfl_ae4","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",0.260477543,2604.775437
"Mfl_ae4","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",0.124250776,1242.5077594
"Mfl_ae4","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",0.194724601,1947.2460107
"Mfl_ae4","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",0.296784687,2967.8468655
"Mfl_ae4","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",0.379533033,3795.330324
"Mfl_ae4","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",1.073724008,10737.24008
"Mfl_ae4","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",0.110662074,1106.620742
"Mfl_ae4","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",1.021638939,10216.38939
"Mfl_ae4","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0.333654419,3336.544189
"Mfl_ae4","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.954840098,9548.400979
"Mfl_ae4","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",1.047466165,10474.66165
"Mfl_ae4","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",0.937301008,9373.01008
"Mfl_ae4","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",0.223098556,2230.985561
"Mfl_ae4","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0.15848568,1584.856805
"Mfl_ae4","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0,0
"Mfl_ae4","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0,0
"Mfl_ae4","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0.564971751,5649.717514
"Mfl_ae4","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0,0
"Mfl_ae4","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0,0
"Mfl_ae4","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",0,0
"Mfl_ae4","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0,0
"Mfl_ae4","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0,0
"Mfl_ae4","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",1.388888889,13888.88889
"Mfl_ae4","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",0,0
"Mfl_ae4","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",0,0
"Mfl_ae4","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",0.683717397,6837.173968
"Mfl_ae4","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",2.272727273,22727.27273
"Mfl_ae4","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",0,0
"Mfl_ae4","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0,0
"Mfl_ae4","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",0,0
"Mfl_ae4","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0.365796743,3657.967431
"Mfl_ae4","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0.140150677,1401.506773
"Mfl_ae4","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.197919936,1979.1993661
"Mfl_ae4","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0.190711216,1907.1121603
"Mfl_ae4","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0.101785407,1017.854073
"Mfl_ae4","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0.080112602,801.1260272
"Mfl_ae4","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",0,0
"Mfl_ae4","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",0.6982233,6982.233003
"Mfl_ae5","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",0,0
"Mfl_ae5","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",0,0
"Mfl_ae5","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",0.26854587,2685.458704
"Mfl_ae5","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",0,0
"Mfl_ae5","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",0,0
"Mfl_ae5","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",0,0
"Mfl_ae5","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",0,0
"Mfl_ae5","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",0,0
"Mfl_ae5","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",0,0
"Mfl_ae5","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0,0
"Mfl_ae5","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",0,0
"Mfl_ae5","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",0.128873093,1288.730931
"Mfl_ae5","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0,0
"Mfl_ae5","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0,0
"Mfl_ae5","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",0,0
"Mfl_ae5","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",0,0
"Mfl_ae5","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",0,0
"Mfl_ae5","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0,0
"Mfl_ae5","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",0,0
"Mfl_ae5","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0,0
"Mfl_ae5","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",0,0
"Mfl_ae5","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0,0
"Mfl_ae5","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.040740717,407.4071723
"Mfl_ae5","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0,0
"Mfl_ae5","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0,0
"Mfl_ae5","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0,0
"Mfl_ae5","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0,0
"Mfl_ae5","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",0.422906975,4229.06975
"Mfl_ae5","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",0.557263643,5572.636434
"Mfl_ae5","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",0,0
"Mfl_ae5","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",0,0
"Mfl_ae5","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",0,0
"Mfl_ae5","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.195845294,1958.452942
"Mfl_ae5","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",0,0
"Mfl_ae5","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",0,0
"Mfl_ae5","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",0.022998678,229.9867768
"Mfl_ae5","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",0.041016045,410.1604463
"Mfl_ae5","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",0,0
"Mfl_ae5","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",0,0
"Mfl_ae5","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",0,0
"Mfl_ae5","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",0,0
"Mfl_ae5","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",0,0
"Mfl_ae5","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",0,0
"Mfl_ae5","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",0.113000005,1130.000054
"Mfl_ae5","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",0,0
"Mfl_ae5","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0,0
"Mfl_ae5","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0,0
"Mfl_ae5","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0,0
"Mfl_ae5","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",0,0
"Mfl_ae5","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",0,0
"Mfl_ae5","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0,0
"Mfl_ae5","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0,0
"Mfl_ae5","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0,0
"Mfl_ae5","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0,0
"Mfl_ae5","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.160446969,1604.469695
"Mfl_ae5","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0,0
"Mfl_ae5","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",0,0
"Mfl_ae5","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0,0
"Mfl_ae5","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0,0
"Mfl_ae5","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",0,0
"Mfl_ae5","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",0,0
"Mfl_ae5","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",0,0
"Mfl_ae5","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",0,0
"Mfl_ae5","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",0,0
"Mfl_ae5","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",0,0
"Mfl_ae5","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0,0
"Mfl_ae5","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",0,0
"Mfl_ae5","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0,0
"Mfl_ae5","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0,0
"Mfl_ae5","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.06643146,664.3146022
"Mfl_ae5","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0,0
"Mfl_ae5","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0,0
"Mfl_ae5","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0,0
"Mfl_ae5","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",0,0
"Mfl_ae5","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",0,0
"Mfl_ae6","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",1.109215017,11092.15017
"Mfl_ae6","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",2.535950253,25359.50253
"Mfl_ae6","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",2.416912834,24169.12834
"Mfl_ae6","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",1.473394226,14733.94226
"Mfl_ae6","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",1.871987606,18719.87606
"Mfl_ae6","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",2.305246423,23052.46423
"Mfl_ae6","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",0.627482885,6274.828849
"Mfl_ae6","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",0.670043603,6700.436028
"Mfl_ae6","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",0.687643753,6876.437531
"Mfl_ae6","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0.763070269,7630.702694
"Mfl_ae6","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",1.203957411,12039.57411
"Mfl_ae6","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",2.061969489,20619.69489
"Mfl_ae6","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0.699327774,6993.277738
"Mfl_ae6","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0.618544136,6185.44136
"Mfl_ae6","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",0.479065657,4790.656568
"Mfl_ae6","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",0.871088861,8710.888611
"Mfl_ae6","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",0.421171874,4211.718744
"Mfl_ae6","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0.957174684,9571.746844
"Mfl_ae6","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",0.306154767,3061.547665
"Mfl_ae6","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0.259328369,2593.283693
"Mfl_ae6","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",0.085118373,851.1837324
"Mfl_ae6","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0.196934611,1969.346109
"Mfl_ae6","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",3.38147953,33814.7953
"Mfl_ae6","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0.288617522,2886.175221
"Mfl_ae6","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0,0
"Mfl_ae6","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0.198642382,1986.423821
"Mfl_ae6","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0.224492956,2244.929556
"Mfl_ae6","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",0.84581395,8458.139501
"Mfl_ae6","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",2.229054573,22290.54573
"Mfl_ae6","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",1.016397358,10163.97358
"Mfl_ae6","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",1.938979114,19389.79114
"Mfl_ae6","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",0.807649462,8076.494616
"Mfl_ae6","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",2.467650707,24676.50707
"Mfl_ae6","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",1.496490987,14964.90987
"Mfl_ae6","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",2.12808539,21280.8539
"Mfl_ae6","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",0.609464959,6094.649586
"Mfl_ae6","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",0.888680967,8886.80967
"Mfl_ae6","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",0.741612081,7416.12081
"Mfl_ae6","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",0.669597678,6695.976775
"Mfl_ae6","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",0.670385673,6703.856727
"Mfl_ae6","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",0.706022946,7060.229458
"Mfl_ae6","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",0.549283712,5492.837116
"Mfl_ae6","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",0.639571519,6395.715186
"Mfl_ae6","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",2.655500127,26555.00127
"Mfl_ae6","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",0.797758658,7977.586579
"Mfl_ae6","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",1.071349562,10713.49562
"Mfl_ae6","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.975012776,9750.12776
"Mfl_ae6","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0.509331301,5093.313007
