"seqnames","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","contrast","lake","Date","Year","Month","Day","Clade","sample_date","Year_lake","sig_label","strain_clade"
"LG13-11",-0.566909892827841,0.494245808471573,-1.85832395966999,0.0685806296232988,0.41605581971468,-4.44453532409098,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mvi","07/10","2018 Lake Erie","No change","LG13-11 (Mvi)"
"K13-10",0.876912293679645,1.90090039066495,1.81224228636364,0.0755133606882188,0.443336504685671,-4.52097749896496,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_3","07/10","2018 Lake Erie","No change","K13-10 (Mae3_3)"
"LE19-41",0.159344575636058,0.0886701153905635,1.78496392186642,0.0798877487988733,0.454361571293592,-4.56543309734411,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_3","07/10","2018 Lake Erie","No change","LE19-41 (Mae3_3)"
"Mw_MB_S_20031200_S109D",0.109218618299938,0.0326903523882331,1.74100276634843,0.0873817045228802,0.477847927186046,-4.63582246736506,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mwe","07/10","2018 Lake Erie","No change","Mw_MB_S_20031200_S109D (Mwe)"
"LE19-59",0.132092294029398,0.040524784548568,1.73043129169001,0.0892682940897009,0.477847927186046,-4.65251704675376,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_3","07/10","2018 Lake Erie","No change","LE19-59 (Mae3_3)"
"LE19-281",0.0507672536950075,0.0185045581236523,1.71119809595893,0.0927871152342822,0.482492999218267,-4.68265828967297,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_3","07/10","2018 Lake Erie","No change","LE19-281 (Mae3_3)"
"Ma_QC_Ca_00000000_S207",-0.519336763879209,0.583676704350923,-1.69142223036567,0.0965237819346591,0.487981342002999,-4.71333670849707,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","Ma_QC_Ca_00000000_S207 (Mae2_(LL/LG))"
"BK11-02",-0.630602374853989,1.09855776593583,-1.58603711106664,0.118573522839932,0.583253544780205,-4.87141426779586,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","BK11-02 (Mae2_(LL/LG))"
"0824",0.112899475039412,0.0337903604092532,1.56904989626269,0.122481539315661,0.586622109353953,-4.89603518065288,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae5","07/10","2018 Lake Erie","No change","0824 (Mfl_ae5)"
"LE19-55",-0.315740338326538,0.232007677225329,-1.50643208927545,0.137787653849535,0.626211422044762,-4.98470653614223,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","LE19-55 (Mfl_ae1)"
"LG13-12",-1.2118347117393,1.67744404555595,-1.49998890787439,0.139445110494516,0.626211422044762,-4.99364341232808,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae10","07/10","2018 Lake Erie","No change","LG13-12 (Mae10)"
"Ma_QC_Ch_20071001_M135",-0.03221796657829,0.00567770030287288,-1.49150575645117,0.141651346158522,0.626211422044762,-5.00535628961536,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","Ma_QC_Ch_20071001_M135 (Mae2_(LL/LG))"
"G11-04",-0.0300299835587185,0.0104425127262745,-1.48066657868058,0.144510328164176,0.626211422044762,-5.02023356930806,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G11-04 (Mae2_(HL/LG))"
"T1-4",-0.495041647626359,0.676099264574117,-1.4318551100218,0.157951707811187,0.668539786549675,-5.08599282279814,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae2","07/10","2018 Lake Erie","No change","T1-4 (Mfl_ae2)"
"FCY-28",-0.243671642827921,0.128940385549611,-1.4118235139585,0.16374196154398,0.67366777420858,-5.11239115422517,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","FCY-28 (Mae1)"
"NIES-2522",0.0282602677281243,0.00907699685756601,1.40225164958195,0.166566207908715,0.67366777420858,-5.12488385441058,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae2","07/10","2018 Lake Erie","No change","NIES-2522 (Mfl_ae2)"
"L111-01",-0.0127603843819837,0.00187237805834669,-1.37755766173002,0.174026123937125,0.675824100949398,-5.15674946418237,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","L111-01 (Mae2_(HL/LG))"
"Ma_AC_P_19900807_S300",-0.141926187689457,0.0918720102450322,-1.37593227406025,0.174526004091328,0.675824100949398,-5.15882847326932,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","Ma_AC_P_19900807_S300 (Mae1)"
"BS11-05",-0.54941656465124,1.11655886680262,-1.36166890853316,0.178960002533201,0.678556676271719,-5.17697471932236,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","BS11-05 (Mae2_(HL/LG))"
"LE19-8",0.588649856770955,0.640050823369167,1.3055971710663,0.19722803461784,0.723441685968009,-5.24660211731046,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae8","07/10","2018 Lake Erie","No change","LE19-8 (Mae8)"
"KLA2",-0.391976301319961,0.368715473471586,-1.30111237738716,0.198747715925277,0.723441685968009,-5.25205301687746,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","KLA2 (Mae1)"
"BS13-02",-0.186328415457546,0.137650099733605,-1.2862741502435,0.203838397861093,0.727423302170959,-5.26996248498114,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae6","07/10","2018 Lake Erie","No change","BS13-02 (Mae6)"
"Ma_QC_Ch_20071001_S25D",-0.387055061290404,0.372566968085964,-1.22109868976394,0.227356591629092,0.795748070701824,-5.34634162954249,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","Ma_QC_Ch_20071001_S25D (Mae2_(LL/LG))"
"K13-06",-0.0828455888568315,0.0866228644935585,-1.15702695240708,0.252357018745218,0.857286636129706,-5.41777118420855,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_2","07/10","2018 Lake Erie","No change","K13-06 (Mae3_2)"
"L211-101",0.462793961099531,1.6167805291691,1.14460272912234,0.257424845935099,0.857286636129706,-5.43119977557878,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","L211-101 (Mae3_1)"
"G13-07",0.163224008349618,0.240259247661432,1.13811707162438,0.260098992534749,0.857286636129706,-5.43815501795931,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G13-07 (Mae2_(HL/LG))"
"KW",0.197845188262983,0.228886029414017,1.12926537838284,0.263780503424525,0.857286636129706,-5.44758696598544,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","KW (Mae3_1)"
"Ma_MB_S_20031200_S102",-0.12853488729207,0.0997020858566253,-1.10548385254811,0.2738539747701,0.862417788389779,-5.47258020448611,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae6","07/10","2018 Lake Erie","No change","Ma_MB_S_20031200_S102 (Mae6)"
"F13-15",-0.467824529326397,1.40698658172397,-1.09424593627352,0.278707063494503,0.862417788389779,-5.48421429264147,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae4","07/10","2018 Lake Erie","No change","F13-15 (Mae4)"
"FACHB-524",-0.0926548504948836,0.0547789840713263,-1.09225060380093,0.279574997335148,0.862417788389779,-5.48626811114213,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","FACHB-524 (Mae1)"
"NIES-88",0.0296764725648626,0.0166130923980228,1.03182190671479,0.306757558438336,0.924704480061783,-5.5467690805416,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","NIES-88 (Mae3_1)"
"L311-01",-0.0582944362057116,0.0187007574921333,-1.0250156682475,0.309928424636092,0.924704480061783,-5.55337676094217,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","L311-01 (Mae1)"
"FCY-26",0.0336807880054395,0.0140327118228079,0.988417741281711,0.327359045109972,0.960957196935725,-5.58818651103125,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","FCY-26 (Mae1)"
"M_QC_C_20170808_M9Col",0.197824526108619,0.257986840954712,0.971130396202841,0.335815887509491,0.970134786138529,-5.60420566978824,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","M_QC_C_20170808_M9Col (Mae3_1)"
"PCC_9808",0.0280422274876799,0.00937374958881915,0.946212229961298,0.348257825976357,0.990358192620264,-5.6268162617151,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","PCC_9808 (Mae1)"
"Mp_MB_F_20080800_S26D",-0.189015479356694,0.310031748566602,-0.933388001985601,0.354777067936153,0.991348122767024,-5.6382317082198,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mpa","07/10","2018 Lake Erie","No change","Mp_MB_F_20080800_S26D (Mpa)"
"K13-05",0.11214586630247,0.0483281679742078,0.924192910709647,0.359499868695734,0.991348122767024,-5.64632400836247,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_3","07/10","2018 Lake Erie","No change","K13-05 (Mae3_3)"
"Mf_QC_C_20070823_S10D",0.0198231928423698,0.00757522624448734,0.901495571768577,0.371330613952171,1,-5.66596730418486,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","Mf_QC_C_20070823_S10D (Mfl_ae1)"
"G13-12",-0.0373082083472368,0.0160517041433756,-0.880582791341152,0.382448419882854,1,-5.6836472276744,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G13-12 (Mae2_(HL/LG))"
"Mn_MB_F_20050700_S1",-0.190209297984523,0.149138906345602,-0.858763313652394,0.394269407220623,1,-5.70166440990397,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mn","07/10","2018 Lake Erie","No change","Mn_MB_F_20050700_S1 (Mn)"
"11-30S32",-0.304876352791766,0.534806423440277,-0.851320297675323,0.398353214822709,1,-5.70770994771621,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","11-30S32 (Mae3_1)"
"NIES-843",-0.257541134196637,0.41419869861001,-0.849021287650175,0.399619903993266,1,-5.70956696245598,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","NIES-843 (Mae3_1)"
"LE19-251",-0.276831505983544,2.14433901987754,-0.804289315867703,0.424758771109804,1,-5.74472600595474,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_3","07/10","2018 Lake Erie","No change","LE19-251 (Mae3_3)"
"Mp_MB_F_20051200_S6D",-0.0163787397026073,0.00542826465134461,-0.796675217471539,0.429130579862789,1,-5.75052597680649,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mpa","07/10","2018 Lake Erie","No change","Mp_MB_F_20051200_S6D (Mpa)"
"G13-09",-0.0163787397026072,0.0147038367069868,-0.793782867892032,0.430798311357192,1,-5.75271509414058,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G13-09 (Mae2_(HL/LG))"
"Mf_WU_F_19750830_S460",0.0386133997902456,0.0199662542891306,0.793672355828691,0.430862109294402,1,-5.75279858275072,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae3","07/10","2018 Lake Erie","No change","Mf_WU_F_19750830_S460 (Mfl_ae3)"
"Mw_QC_S_20081001_S30D",0.0575217435357447,0.0393285602473755,0.788432830568632,0.433893315940399,1,-5.75674387209401,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mwe","07/10","2018 Lake Erie","No change","Mw_QC_S_20081001_S30D (Mwe)"
"M_OC_Ca_00000000_C217Col",0.127894749886384,0.111285924783708,0.779736186315929,0.43895243511782,1,-5.76323601587248,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae4","07/10","2018 Lake Erie","No change","M_OC_Ca_00000000_C217Col (Mae4)"
"G13-01",-0.0163787397026073,0.00494134073905403,-0.738838857258486,0.463206164696262,1,-5.79282245460056,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G13-01 (Mae2_(HL/LG))"
"LE19-196",0.028587304889665,0.0169609752758347,0.709334913232774,0.481170064394637,1,-5.81319768514002,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae5","07/10","2018 Lake Erie","No change","LE19-196 (Mae5)"
"W13-15",-0.0427903679407022,0.0310915074799987,-0.664361369930199,0.50928781021341,1,-5.8426886500406,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","W13-15 (Mae2_(HL/LG))"
"NIES-3804",-0.0746731759083188,0.0375041297968267,-0.611870913848078,0.543192423883274,1,-5.87470657182421,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae3","07/10","2018 Lake Erie","No change","NIES-3804 (Mfl_ae3)"
"W11-03",-0.0163787397026072,0.00624387145981817,-0.598155674980982,0.552238188874216,1,-5.882644979225,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mwe","07/10","2018 Lake Erie","No change","W11-03 (Mwe)"
"L211-11",-0.03221796657829,0.018938467828755,-0.594255578654617,0.554824278915322,1,-5.88486995878485,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","L211-11 (Mae3_1)"
"PCC_7941",-0.0604008487669307,0.047432122570435,-0.58439125942384,0.561392191156421,1,-5.89043340695823,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","PCC_7941 (Mae1)"
"Mp_MB_F_20051200_S6",-0.0163787397026073,0.00763925243983875,-0.552172158200342,0.583110011422075,1,-5.90796428821826,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mpa","07/10","2018 Lake Erie","No change","Mp_MB_F_20051200_S6 (Mpa)"
"Mp_MB_F_20080800_S26",-0.0269931889624558,0.0214366700714064,-0.551623882586968,0.583483046719209,1,-5.90825411692238,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mpa","07/10","2018 Lake Erie","No change","Mp_MB_F_20080800_S26 (Mpa)"
"SX13-11",-0.0322179665782899,0.017622386286122,-0.550975693191726,0.583924208687188,1,-5.9085963948894,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","SX13-11 (Mae2_(HL/LG))"
"LG13-03",-0.0415696516428353,0.0252745359021614,-0.550687213895464,0.584120600925632,1,-5.90874859919347,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae10","07/10","2018 Lake Erie","No change","LG13-03 (Mae10)"
"TW10",0.0386133997902455,0.0304914841160064,0.472343939970222,0.638585827821446,1,-5.94716297408111,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae8","07/10","2018 Lake Erie","No change","TW10 (Mae8)"
"LE013-01",0.0141846323246103,0.00867546477728927,0.445094886410563,0.658031372444201,1,-5.95915729669592,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae8","07/10","2018 Lake Erie","No change","LE013-01 (Mae8)"
"Ma_QC_B_20070730_S2",-0.188590305153028,0.435470995302504,-0.437420024944559,0.663552296476617,1,-5.96240797537981,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","Ma_QC_B_20070730_S2 (Mae1)"
"PCC_9809",0.109793212274775,0.268086319503821,0.424943079219469,0.672567706169312,1,-5.96757278131041,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","PCC_9809 (Mae3_1)"
"PCC_9807",-0.0503099154763343,0.0953927111816176,-0.405835119361372,0.68646836716424,1,-5.97519475711346,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae4","07/10","2018 Lake Erie","No change","PCC_9807 (Mae4)"
"PCC_9443",-0.108185342758873,0.395547888570149,-0.370915032089557,0.712152860676506,1,-5.98822362450589,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae4","07/10","2018 Lake Erie","No change","PCC_9443 (Mae4)"
"Mf_QC_C_20070823_S10",0.245472589499067,1.65735306210632,0.370378949888615,0.712549882220306,1,-5.98841456070421,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","Mf_QC_C_20070823_S10 (Mfl_ae1)"
"LE3",-0.0392842754847894,0.0550937925627485,-0.365338931297926,0.716286413907677,1,-5.99019623054265,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","LE3 (Mae1)"
"M_QC_C_20170808_M3Col",-0.0874388620772364,0.198066234462503,-0.353219568971566,0.725299858578178,1,-5.99438106434608,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","M_QC_C_20170808_M3Col (Mae2_(LL/LG))"
"EAWAG127a",-0.111540011925804,0.222501133930924,-0.318633259896256,0.751234537630036,1,-6.00555097961426,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae6","07/10","2018 Lake Erie","No change","EAWAG127a (Mae6)"
"NIES-4285",0.0118734849196287,0.0209054276086438,0.309786486644962,0.757916379447758,1,-6.00822415909933,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","NIES-4285 (Mae1)"
"S11-01",-0.0716668718062883,0.197274366514199,-0.299739447714817,0.765527348774854,1,-6.0111690766442,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","S11-01 (Mae2_(LL/LG))"
"Mn_MB_F_20050700_S1D",0.0515739685352587,0.225709300796186,0.286922535261567,0.775270377014605,1,-6.0147854394852,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mn","07/10","2018 Lake Erie","No change","Mn_MB_F_20050700_S1D (Mn)"
"DF17",-0.129537875612755,0.597718933770284,-0.28520655546362,0.776577616415125,1,-6.01525765780741,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","DF17 (Mae3_1)"
"LE17-20C",0.0415895740366366,0.0405752117684644,0.284873658414269,0.776831294035589,1,-6.01534894030356,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae8","07/10","2018 Lake Erie","No change","LE17-20C (Mae8)"
"Ma_QC_C_20070823_S18",0.0198231928423699,0.0667747573911391,0.229848259322953,0.819078648858834,1,-6.02897587672404,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","Ma_QC_C_20070823_S18 (Mfl_ae1)"
"LE19-13",-0.029576423720761,0.0801902782450253,-0.216173260680764,0.829667718039229,1,-6.0319114389761,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","LE19-13 (Mfl_ae1)"
"NIES-4325",-0.0725901839000707,0.515605768568284,-0.214052076835034,0.831313137520305,1,-6.03235068940663,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae10","07/10","2018 Lake Erie","No change","NIES-4325 (Mae10)"
"LE13-04",-0.029139124084591,0.0605714405924541,-0.210640789984445,0.833960892183701,1,-6.03304802384539,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","LE13-04 (Mae2_(HL/LG))"
"FCY-27",0.0367071349307748,0.0672416368619685,0.178069362223037,0.859335236670717,1,-6.03914297715708,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Unclassified","07/10","2018 Lake Erie","No change","FCY-27 (Unclassified)"
"Mp_GB_SS_20050300_S99D",0.0242291375877185,0.0713286176546508,0.174654397406502,0.862004781237677,1,-6.039722922969,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mpa","07/10","2018 Lake Erie","No change","Mp_GB_SS_20050300_S99D (Mpa)"
"Ma_QC_C_20070703_M131",-0.0165582705277657,0.0650762610075088,-0.156390104328671,0.876309102065741,1,-6.04263421954483,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae9","07/10","2018 Lake Erie","No change","Ma_QC_C_20070703_M131 (Mae9)"
"FD4",-0.0612582736889575,1.73455209737951,-0.134688500347465,0.893359238442156,1,-6.04567616715758,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mvi","07/10","2018 Lake Erie","No change","FD4 (Mvi)"
"L211-07",-0.03221796657829,0.11190625229484,-0.130047348732629,0.897012486487488,1,-6.0462678924214,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","L211-07 (Mae3_1)"
"NIES-2521",-0.0212592138451601,0.28888964313418,-0.104196023118991,0.917400058963717,1,-6.04918439667079,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae4","07/10","2018 Lake Erie","No change","NIES-2521 (Mfl_ae4)"
"M_QC_C_20170808_M2Col",-0.0110450163782881,0.118615750646058,-0.0938746673098421,0.92555637639589,1,-6.05016909634312,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","M_QC_C_20170808_M2Col (Mae3_1)"
"SX13-01",-0.0127603843819837,0.101462483160348,-0.086913373117647,0.93106204914728,1,-6.05077530274526,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","SX13-01 (Mae2_(HL/LG))"
"Ma_SC_T_19800800_S464",-0.0251860882011503,0.403603032421017,-0.0865067994452046,0.931383714897079,1,-6.05080926568976,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mwe","07/10","2018 Lake Erie","No change","Ma_SC_T_19800800_S464 (Mwe)"
"TA09",0.0181335257884331,0.259888765804974,0.0754648619161234,0.940123905574243,1,-6.05167077241945,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae10","07/10","2018 Lake Erie","No change","TA09 (Mae10)"
"G13-05",0.00164228818307096,0.0306149934736053,0.033918347223465,0.973067403006321,1,-6.05385997758992,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G13-05 (Mae2_(HL/LG))"
"Sj",0.00621498823233402,0.167634640982776,0.0274752935375903,0.978181994343056,1,-6.05405054002579,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Unclassified","07/10","2018 Lake Erie","No change","Sj (Unclassified)"
"NIES-102",-0.00359131542157825,0.108348188815705,-0.0189493550595037,0.984951392298467,1,-6.05424122493863,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","No change","NIES-102 (Mae3_1)"
"NIES-2549",0.00201149127385711,0.0785609694088359,0.0112104182707496,0.991096906976618,1,-6.05435366926683,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae4","07/10","2018 Lake Erie","No change","NIES-2549 (Mfl_ae4)"
"K13-07",-0.000935910628733133,0.103993129310759,-0.00454752268506887,0.996388382831152,1,-6.0544042508121,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","K13-07 (Mae2_(LL/LG))"
"Mv_BB_P_19951000_S68D",0.000120398317991356,0.058572760991269,0.00060346306054301,0.999520731348134,1,-6.05441403813615,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mvi","07/10","2018 Lake Erie","No change","Mv_BB_P_19951000_S68D (Mvi)"
"MC19",8.28618806257231e-21,0.000214372615189159,5.6714405023569e-18,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae2","07/10","2018 Lake Erie","No change","MC19 (Mfl_ae2)"
"M_OC_Ca_00000000_S217Cul",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae4","07/10","2018 Lake Erie","No change","M_OC_Ca_00000000_S217Cul (Mae4)"
"Msp_OC_L_20101000_S702",-4.93184193920078e-19,0.00613463632603834,-2.55897726308241e-17,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","Msp_OC_L_20101000_S702 (Mae1)"
"CACIAM_03",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","CACIAM_03 (Mae1)"
"CHAOHU_1326",2.00426309920624e-17,0.0362841489748562,1.48863450258856e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae4","07/10","2018 Lake Erie","No change","CHAOHU_1326 (Mae4)"
