"seqnames","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","contrast","lake","Date","Year","Month","Day","Clade","sample_date","Year_lake","sig_label","strain_clade"
"FCY-28",-0.049915493978164,0.128940385549611,-0.312380695627912,0.755955056974715,1,-6.24002938223704,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","FCY-28 (Mae1)"
"Ma_QC_C_20070823_S18",-0.0247590057123584,0.0667747573911391,-0.310080323245512,0.757694146859801,1,-6.24073260408997,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","Ma_QC_C_20070823_S18 (Mfl_ae1)"
"LE19-4",-0.00876456465616193,0.00652576662414928,-0.306368524693938,0.760502936797184,1,-6.24185637800061,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae5","08/13","2019 Lake Erie","No change","LE19-4 (Mae5)"
"Mp_MB_F_20080800_S26",-0.0134480255854235,0.0214366700714064,-0.296838882055811,0.767728998018248,1,-6.24467978936062,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_MB_F_20080800_S26 (Mpa)"
"BS13-02",-0.0365138776202316,0.137650099733605,-0.272261229625946,0.786460132595538,1,-6.25155113695739,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae6","08/13","2019 Lake Erie","No change","BS13-02 (Mae6)"
"Mw_QC_S_20081001_S30D",-0.0178721800832757,0.0393285602473755,-0.264596189377186,0.792328485033807,1,-6.25357304520949,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","Mw_QC_S_20081001_S30D (Mwe)"
"LG13-11",0.0717876980046591,0.494245808471573,0.254173818023954,0.800327229225788,1,-6.25622990727928,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mvi","08/13","2019 Lake Erie","No change","LG13-11 (Mvi)"
"LG13-12",-0.185717555560857,1.67744404555595,-0.248296737344813,0.804847219025847,1,-6.25768113181,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae10","08/13","2019 Lake Erie","No change","LG13-12 (Mae10)"
"PCC_7005",-0.0399420799890122,0.105333022534326,-0.235963214761797,0.814354434449698,1,-6.26061651713221,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","PCC_7005 (Mae1)"
"K13-07",-0.0439304521890786,0.103993129310759,-0.230557663989792,0.818530236106483,1,-6.26185601494677,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","K13-07 (Mae2_(LL/LG))"
"LE19-41",-0.019044995124132,0.0886701153905635,-0.23043392600706,0.818625886494347,1,-6.26188405258843,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","No change","LE19-41 (Mae3_3)"
"Mn_MB_F_20050700_S1D",0.0378790580712699,0.225709300796186,0.227618037434927,0.820803336873288,1,-6.26251804091077,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mn","08/13","2019 Lake Erie","No change","Mn_MB_F_20050700_S1D (Mn)"
"L211-07",0.0515186293191743,0.11190625229484,0.224616197426918,0.823126142462227,1,-6.26318532846394,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","L211-07 (Mae3_1)"
"NIES-2549",-0.0362571284784454,0.0785609694088359,-0.218258147260492,0.828051202642604,1,-6.26456948071866,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae4","08/13","2019 Lake Erie","No change","NIES-2549 (Mfl_ae4)"
"Ma_SC_T_19800800_S464",0.0587292594528536,0.403603032421017,0.217880038801266,0.82834431342397,1,-6.26465054551327,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","Ma_SC_T_19800800_S464 (Mwe)"
"DIANCHI905",-0.0140519625552153,0.0136551134488945,-0.212376869442946,0.83261314725439,1,-6.265814518864,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","DIANCHI905 (Mae1)"
"LE19-10",-0.0150369567958075,0.035897013020471,-0.207447878647118,0.836440904776082,1,-6.26683181358926,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","No change","LE19-10 (Mae3_3)"
"Mw_MB_S_20031200_S109",-0.030873346297687,0.157347921766283,-0.201736170674661,0.840881483977761,1,-6.26798082345077,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","Mw_MB_S_20031200_S109 (Mwe)"
"LE17-20C",-0.0267062080163538,0.0405752117684644,-0.197584759579235,0.844112285131365,1,-6.26879585324901,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae8","08/13","2019 Lake Erie","No change","LE17-20C (Mae8)"
"PCC_7941",-0.0175951546557498,0.047432122570435,-0.183876891619518,0.854799187582917,1,-6.27136687112795,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","PCC_7941 (Mae1)"
"TA09",-0.0398653588310147,0.259888765804974,-0.17919735696407,0.858453822635538,1,-6.27220230333983,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae10","08/13","2019 Lake Erie","No change","TA09 (Mae10)"
"Ma_AC_P_19900807_S300",-0.0165692106831934,0.0918720102450322,-0.173504097413022,0.862904359730493,1,-6.27318971157965,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","Ma_AC_P_19900807_S300 (Mae1)"
"LG13-13",-0.0727299593335033,1.00860655239236,-0.144108190844497,0.885951828247431,1,-6.27778126706491,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae10","08/13","2019 Lake Erie","No change","LG13-13 (Mae10)"
"W13-15",-0.00821710655032752,0.0310915074799987,-0.137800459063676,0.890910980229985,1,-6.2786558550702,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","W13-15 (Mae2_(HL/LG))"
"DA14",-0.00401948653479673,0.00571196148917547,-0.13599126183894,0.892334193829297,1,-6.2788994888909,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","DA14 (Mae1)"
"NIES-3804",0.0145478449282103,0.0375041297968267,0.128755931207045,0.898029418972584,1,-6.27984166290799,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae3","08/13","2019 Lake Erie","No change","NIES-3804 (Mfl_ae3)"
"KLA2",-0.0357974327556431,0.368715473471586,-0.128345390139791,0.898352737516115,1,-6.27989358004052,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","KLA2 (Mae1)"
"TF09",-0.032836226978051,0.375654853281397,-0.115657914744925,0.908352947290166,1,-6.28141634900569,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","TF09 (Mae1)"
"Mp_GB_SS_20050300_S99D",-0.0113897096050953,0.0713286176546508,-0.0886803941462734,0.929664183951131,1,-6.28412810572166,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_GB_SS_20050300_S99D (Mpa)"
"L311-01",0.00438591701418758,0.0187007574921333,0.0832985041583804,0.933922396929724,1,-6.28458344556329,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","L311-01 (Mae1)"
"Mp_MB_F_20051200_S9",-0.00289863814166154,0.0129444695602966,-0.0783197026157218,0.937863416014962,1,-6.28497931135053,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_MB_F_20051200_S9 (Mpa)"
"LE17-10A",0.0272374995718102,1.13435182819568,0.0603468220415229,0.952102333770241,1,-6.28620543961307,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae5","08/13","2019 Lake Erie","No change","LE17-10A (Mae5)"
"LG13-03",-0.00401948653479673,0.0252745359021614,-0.0575138685902278,0.954348281249614,1,-6.28636971282889,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae10","08/13","2019 Lake Erie","No change","LG13-03 (Mae10)"
"Mv_BB_P_19951000_S68D",-0.00401948653479673,0.058572760991269,-0.0217607692749495,0.982719046788864,1,-6.28776421591451,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mvi","08/13","2019 Lake Erie","No change","Mv_BB_P_19951000_S68D (Mvi)"
"FCY-27",0.00355264964390862,0.0672416368619685,0.0186150621293635,0.985216839118301,1,-6.28782670779635,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Unclassified","08/13","2019 Lake Erie","No change","FCY-27 (Unclassified)"
"Ma_MB_F_20061100_S20D",-0.00353833002588914,0.0680865720923015,-0.017244159917991,0.986305427517533,1,-6.28785089534796,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae5","08/13","2019 Lake Erie","No change","Ma_MB_F_20061100_S20D (Mae5)"
"Ma_QC_B_20070730_S2",-0.000130616784492041,0.435470995302504,-0.00032722892132356,0.999740115707037,1,-6.287997151343,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","Ma_QC_B_20070730_S2 (Mae1)"
"0824",0,0.0337903604092532,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae5","08/13","2019 Lake Erie","No change","0824 (Mfl_ae5)"
"M_OC_Ca_00000000_S217Cul",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","No change","M_OC_Ca_00000000_S217Cul (Mae4)"
"CACIAM_03",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","CACIAM_03 (Mae1)"
"CHAOHU_1326",0,0.0362841489748562,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","No change","CHAOHU_1326 (Mae4)"
"FCY-26",0,0.0140327118228079,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","FCY-26 (Mae1)"
"FCY-27",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Unclassified","08/13","2019 Lake Erie","No change","FCY-27 (Unclassified)"
"FCY-27",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Unclassified","08/13","2019 Lake Erie","No change","FCY-27 (Unclassified)"
"G11-06",0,0.0125333798659142,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G11-06 (Mae2_(HL/LG))"
"G13-03",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G13-03 (Mae2_(HL/LG))"
"G13-09",0,0.0147038367069868,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G13-09 (Mae2_(HL/LG))"
"L111-01",0,0.00187237805834669,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","L111-01 (Mae2_(HL/LG))"
"LG11-05",0,0.0100220001339047,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae10","08/13","2019 Lake Erie","No change","LG11-05 (Mae10)"
"Ma_MB_F_20061100_S19",0,0.00150678531318592,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","Ma_MB_F_20061100_S19 (Mae1)"
"Ma_MB_F_20061100_S19D",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","Ma_MB_F_20061100_S19D (Mae1)"
"Ma_MB_F_20061100_S20",0,0.0146020964372637,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae5","08/13","2019 Lake Erie","No change","Ma_MB_F_20061100_S20 (Mae5)"
"Ma_OC_LR_19540900_S633",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","Ma_OC_LR_19540900_S633 (Mae1)"
"Ma_QC_C_20070823_S13",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","Ma_QC_C_20070823_S13 (Mae2_(HL/LG))"
"Ma_QC_C_20070823_S13D",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","Ma_QC_C_20070823_S13D (Mae2_(HL/LG))"
"Ma_QC_Ch_20071001_M135",0,0.00567770030287288,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","Ma_QC_Ch_20071001_M135 (Mae2_(LL/LG))"
"NIES-1211",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae2","08/13","2019 Lake Erie","No change","NIES-1211 (Mfl_ae2)"
"NIES-2481",0,0.0102832125020514,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae4","08/13","2019 Lake Erie","No change","NIES-2481 (Mfl_ae4)"
"NIES-2519",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae2","08/13","2019 Lake Erie","No change","NIES-2519 (Mfl_ae2)"
"NIES-2522",0,0.00907699685756601,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae2","08/13","2019 Lake Erie","No change","NIES-2522 (Mfl_ae2)"
"NIES-298",0,0.00396058292170508,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","NIES-298 (Mae1)"
"NIES-3787",0,0.00428337259915598,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae4","08/13","2019 Lake Erie","No change","NIES-3787 (Mfl_ae4)"
"NIES-3807",0,0.00304191839117172,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae4","08/13","2019 Lake Erie","No change","NIES-3807 (Mfl_ae4)"
"NIES-4264",0,0.00159482942609291,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae2","08/13","2019 Lake Erie","No change","NIES-4264 (Mfl_ae2)"
"NIES-98",0,0.0383344961775684,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","NIES-98 (Mae1)"
"PCC_9432",0,0.0246211750270618,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","PCC_9432 (Mae1)"
"PCC_9701",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","PCC_9701 (Mfl_ae1)"
"S11-05",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","S11-05 (Mae2_(LL/LG))"
"SX13-11",0,0.017622386286122,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","SX13-11 (Mae2_(HL/LG))"
"W11-06",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","W11-06 (Mwe)"
"W13-18",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","W13-18 (Mae2_(LL/LG))"
"Ma_QC_C_20070823_S18D",0,0.00470352069963393,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","Ma_QC_C_20070823_S18D (Mfl_ae1)"
"Mf_QC_C_20070823_S20",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","Mf_QC_C_20070823_S20 (Mfl_ae1)"
"Mf_QC_C_20070823_S20D",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","Mf_QC_C_20070823_S20D (Mfl_ae1)"
"Mf_QC_C_20070823_S20T",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","Mf_QC_C_20070823_S20T (Mfl_ae1)"
"FACHB-1757",0,0.0146020964372637,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","No change","FACHB-1757 (Mae4)"
"Mp_GB_SS_20050300_S99",0,0.011287167771039,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_GB_SS_20050300_S99 (Mpa)"
"Mp_MB_F_20051200_S6",0,0.00763925243983875,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_MB_F_20051200_S6 (Mpa)"
"Mp_MB_F_20051200_S9D",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_MB_F_20051200_S9D (Mpa)"
"Mv_BB_P_19951000_S68",0,0.000200209738925561,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mvi","08/13","2019 Lake Erie","No change","Mv_BB_P_19951000_S68 (Mvi)"
"Mw_QC_B_20070930_S4",0,0,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","Mw_QC_B_20070930_S4 (Mwe)"
"Mw_QC_B_20070930_S4D",0,0.0115942067576874,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","Mw_QC_B_20070930_S4D (Mwe)"
"LE19-12",0,0.00848597483020087,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","LE19-12 (Mfl_ae1)"
"LE19-131",0,0.0903619212896802,0,1,1,-6.28799720402844,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","LE19-131 (Mae1)"
"NIES-98",0.628982126691695,0.0383344961775684,14.3052258721865,5.24726370217734e-20,9.55001993796276e-18,35.2947134392126,"Increased","logqc_LH_19_08_22","Lake Huron","19_08_22","2019","08","22","Mae1","08/22","2019 Lake Huron","2019 Lake Huron","NIES-98 (Mae1)"
"Ma_QC_B_20070730_S2",-2.93748337430305,0.435470995302504,-6.37321752286764,4.2845423637712e-08,3.89893355103179e-06,8.14163850639719,"Decreased","logqc_LH_19_08_22","Lake Huron","19_08_22","2019","08","22","Mae1","08/22","2019 Lake Huron","2019 Lake Huron","Ma_QC_B_20070730_S2 (Mae1)"
"SX13-01",-0.831414740882617,0.101462483160348,-5.2971783469977,2.2209672903149e-06,0.000134738682279104,4.26454697940678,"Decreased","logqc_LH_19_08_22","Lake Huron","19_08_22","2019","08","22","Mae2_(HL/LG)","08/22","2019 Lake Huron","2019 Lake Huron","SX13-01 (Mae2_(HL/LG))"
